2244	35202
2671	239291
2179	990753
2443	312313
2492	399983
2546	681974
2325	358579
2998	782206
2111	268788
2274	574020
2185	300139
2646	687216
2006	695312
2385	145677
2327	347437
2893	71476
2790	617579
2947	767266
2859	4685
2149	18127
2611	487404
2486	206896
2369	839089
2940	306435
2629	40003
2498	747179
2421	721870
2253	429445
2016	802514
2348	367267
2256	438339
2301	988535
2275	582350
2965	926762
2299	961832
2178	9600
2425	642032
2215	911865
2749	431637
2825	952020
2539	747764
2696	727438
2601	563825
2919	586984
2577	716354
2084	788503
2207	617863
2617	940127
2800	22606
2133	706308
2197	316725
2994	341639
2939	426463
2245	894176
2578	577069
2731	741447
2530	513897
2221	548111
2350	753003
2909	514299
2998	273486
2691	864692
2078	367929
2501	683791
2595	91906
2478	639855
2656	254373
2076	190027
2565	224246
2830	754632
2373	866742
2788	259320
2375	452576
2627	791469
2836	69069
2645	297912
2045	371278
2250	697612
2875	662654
2419	75834
2130	948662
2456	936956
2259	903338
2281	981441
2261	224768
2349	447916
2949	977388
2215	726748
2459	310560
2993	637025
2347	274610
2752	290289
2299	34655
2964	855327
2564	554304
2557	958040
2427	14866
2113	614812
2652	803668
2277	212739
2128	879959
2047	476932
2540	347248
2945	337713
2832	369163
2493	588097
2868	66532
2683	593033
2011	530973
2042	757641
2973	898575
2268	756283
2771	358607
2110	112064
2424	252686
2675	656104
2129	932587
2365	999590
2750	931540
2367	686511
2707	278081
2724	806917
2937	811776
2019	22149
2460	757074
2027	488858
2575	825019
2782	671889
2146	783937
2376	449675
2045	517011
2384	605002
2475	911510
2258	556312
2367	50717
2369	979981
2282	174166
2634	661086
2056	69053
2419	462658
2448	370439
2026	418050
2433	176567
2939	817782
2565	143086
2961	838650
2296	370913
2311	262654
2067	401888
2527	920468
2600	566200
2940	399782
2608	660463
2826	208891
2984	65321
2521	722799
2585	304075
2622	687518
2671	176983
2028	287093
2546	809241
2344	240782
2413	809010
2324	402249
2136	101310
2929	568499
2906	518845
2050	875474
2328	584425
2343	528736
2012	142610
2912	615010
2887	982233
2418	573211
2954	210303
2529	778621
2297	589221
2430	588759
2403	585989
2346	247947
2146	448058
2390	829388
2770	832545
2261	509578
2185	712559
2628	491515
2998	889400
2046	57721
2212	429429
2615	289684
2405	413486
2170	834710
2892	540107
2692	934292
2509	951514
2061	747625
2299	30973
2451	712668
2839	662718
2657	613393
2376	408971
2587	394550
2256	230700
2746	275147
2323	807456
2777	579166
2925	838919
2559	629535
2388	556004
2932	255252
2635	828850
2849	631517
2458	268196
2852	486695
2365	274963
2780	310585
2164	73250
2554	727975
2499	859494
2101	195730
2588	966477
2359	759935
2085	454574
2565	720155
2841	739896
2710	546927
2307	433741
2173	804924
2833	331599
2759	238854
2681	678264
2342	530684
2368	775058
2248	765976
2735	90128
2536	299666
2813	162656
2184	894849
2872	526032
2876	541684
2144	263204
2955	960038
2468	596359
2812	746020
2915	441782
2226	853886
2230	457562
2149	87637
2120	932999
2450	223985
2347	886071
2531	541270
2523	33022
2925	125278
2367	753900
2534	215179
2723	644613
2458	622764
2371	295839
2815	732452
2042	186104
2441	441040
2702	45261
2977	893401
2907	664395
2759	859566
2344	713908
2461	984756
2585	322061
2531	374222
2503	42943
2853	100948
2241	821178
2452	648736
2580	596924
2664	601456
2881	822399
2147	331593
2638	574234
2432	246003
2238	759211
2021	595831
2932	705989
2438	984424
2345	419163
2211	868824
2608	258256
2224	713744
2054	759906
2154	539823
2176	770130
2909	563301
2333	972122
2961	620420
2679	492087
2294	691106
2961	136008
2410	952146
2095	628026
2293	590437
2487	784720
2319	440821
2324	604285
2339	65693
2910	816096
2152	400615
2163	242019
2283	475143
2732	419676
2482	710032
2452	417177
2913	356610
2681	236887
2647	315169
2171	310057
2451	104127
2551	35681
2812	442887
2642	897247
2670	335813
2828	78540
2864	139200
2615	13821
2756	149590
2328	461119
2765	917911
2924	891068
2599	771238
2776	689158
2655	810851
2057	401108
2031	406591
2314	599544
2645	530410
2577	837506
2813	472854
2552	476861
2077	251533
2958	712622
2307	288612
2949	22651
2116	295500
2619	926393
2757	860689
2195	909813
2338	809404
2523	245664
2665	235270
2255	230584
2424	610989
2545	508485
2409	47719
2679	165557
2773	809534
2778	446934
2011	361086
2988	484868
2149	278681
2020	179978
2579	787370
2359	796371
2721	671326
2577	9386
2247	98482
2164	713897
2306	273081
2272	611290
2885	301743
2670	456974
2106	915184
2079	326871
2510	415543
2381	109188
2440	546674
2224	441256
2755	984863
2644	856550
2874	673844
2305	686568
2662	156425
2694	711972
2559	310982
2106	719508
2739	985213
2944	718165
2060	930871
2888	905763
2112	786032
2008	400240
2134	158533
2609	41910
1686	122488
1246	278652
1737	388104
1221	587222
1783	735408
1972	735562
1849	457528
1192	170293
1101	881041
1396	62688
1433	853102
1101	814872
1505	202491
1878	562167
1555	185047
1952	129058
1108	149259
1628	52692
1785	899228
1281	124012
1383	371397
1426	139888
1436	227856
1765	835024
1762	552547
1783	758456
1636	97499
1020	587058
1147	865106
1282	469177
1162	847559
1527	552971
1567	646347
1621	999160
1165	707211
1598	418154
1981	881354
1153	58899
1614	149447
1775	509439
1411	982404
1050	888712
1166	919746
1598	658029
1339	345680
1273	608645
1645	105982
1846	582125
1768	954527
1858	462636
1409	802576
1913	198001
1159	806552
1675	272537
1470	805460
1441	57804
1619	396266
1474	594386
1730	991605
1827	55085
1591	253405
1412	188498
1597	228401
1182	997440
1418	887034
1792	645844
1140	24919
1233	225862
1513	464609
1290	861437
1970	265679
1404	979570
1475	856303
1634	987616
1918	503008
1218	388285
1163	132339
1589	801501
1178	712129
1054	275272
1051	783092
1428	734319
1376	776581
1519	884053
1631	163945
1848	435872
1220	662595
1612	537673
1490	754346
1083	782581
1820	797214
1276	630337
1602	970320
1338	662297
1082	735167
1406	174029
1938	731355
1695	370506
1576	271681
1158	592422
1332	449815
1352	846668
1205	501706
1619	974027
1280	239850
1094	124860
1826	306288
1744	212127
1646	245401
1176	914399
1385	123654
1926	30528
1721	333747
1473	288421
1039	9278
1517	408341
1921	984711
1959	715211
1645	635614
1231	846666
1283	228910
1853	562802
1019	19858
1810	691183
1631	634650
1163	750467
1436	675471
1929	829681
1459	744979
1080	237454
1085	827791
1940	600863
1243	66584
1791	307897
1856	773143
1339	268935
1955	384331
1818	286695
1069	898838
1816	840979
1158	360701
1266	377629
1747	70503
1971	705581
1913	687746
1556	176577
1745	336800
1964	171279
1968	35247
1163	646176
1227	522563
1754	257867
1762	198388
1191	541166
1760	798004
1559	868708
1134	366696
1896	464466
1706	407244
1061	400672
1134	338757
1222	62204
1714	879787
1291	68902
1007	700243
1304	402331
1376	930043
1992	116258
1161	544811
1415	385952
1481	493915
1338	941043
1765	449211
1515	169865
1095	115753
1934	649479
1321	579501
1491	648061
1507	17424
1869	85701
1527	661431
1528	282894
1917	870531
1900	922406
1738	395985
1203	588201
1404	871758
1688	889593
1500	708782
1520	468708
1914	618111
1586	57817
1874	79807
1902	833392
1850	810667
1113	636317
1264	581023
1903	985374
1967	276585
1181	367066
1922	936026
1106	727339
1854	76324
1426	96357
1523	356281
1244	177802
1238	260463
1102	353581
1132	6389
1521	75320
1485	569553
1793	710061
1915	123015
1851	822836
1473	548679
1252	861475
1402	688199
1316	779824
1297	799444
1089	998893
1650	538179
1737	348682
1134	647832
1755	685010
1251	211915
1333	949951
1843	907290
1711	891472
1580	615063
1052	662889
1391	370353
1408	134991
1615	700849
1298	1478
1524	56231
1825	980041
1860	533035
1688	421547
1029	218830
1291	420468
1745	543517
1023	31629
1044	264832
1281	483616
1264	896749
1538	68174
1115	10597
1249	579627
1027	652981
1045	758934
1980	658697
1798	802767
1349	954031
1775	44770
1332	326794
1100	331384
1141	597611
1363	809091
1619	59642
1100	69900
1363	443834
1904	224056
1722	758378
1377	905345
1130	533375
1149	152074
1135	220216
1631	966
1542	987573
1383	799633
1578	32955
1202	470674
1809	876345
1529	113255
1137	135180
1404	49634
1562	952168
1030	665153
1784	535797
1106	880386
1783	516146
1952	963805
1526	812514
1016	22126
1965	687501
1383	921284
1678	151553
1602	547415
1020	851844
1237	551853
1594	645830
1718	678624
1333	794536
1885	442790
1715	852126
1954	155898
1150	858068
1987	189179
1754	221685
1702	700923
1115	197693
1188	139843
1633	207588
1236	552201
1701	270766
1244	763480
1224	718993
1005	802933
1909	331794
1535	655815
1005	405893
1217	162477
656	846510
867	591644
872	707853
775	477175
373	186263
347	791840
265	875494
595	94204
169	918852
496	552602
539	727932
495	159398
956	233887
7	412689
490	960033
442	610328
739	846941
897	257387
800	664472
554	240873
436	592347
989	165624
756	167504
196	93990
58	285272
548	649364
130	6222
423	212700
672	422184
344	733980
960	136557
144	128475
915	978562
976	231431
18	531671
66	526344
879	259954
650	390243
739	300249
760	636493
121	518376
664	560133
917	622734
210	593255
551	275770
658	99973
887	473332
718	806073
372	348983
938	678273
842	393055
452	713333
258	209720
646	953280
191	157200
136	873103
151	917123
58	545973
825	403082
638	46196
25	708030
317	585578
87	541647
666	878917
691	744154
692	171218
740	510119
802	600377
738	217676
339	956474
770	319580
808	673937
722	199959
71	442593
72	954813
915	157639
427	704500
948	296604
456	299622
682	941881
942	421463
414	752794
298	160693
667	819085
440	995176
180	831061
225	88057
298	852055
158	202778
933	690154
541	168961
537	31597
601	646262
989	832933
936	826776
321	219150
522	290475
100	743276
509	105942
255	492732
439	921317
327	701023
274	194895
437	410457
788	271458
375	487668
712	256291
460	550717
343	183542
463	537260
975	39335
265	694164
61	150103
452	113955
360	757044
13	295577
460	371356
701	695925
685	162510
163	501711
626	775998
591	443413
279	616069
337	426062
347	906288
167	515708
142	261525
129	162204
224	354253
907	134680
741	928324
471	941459
956	920500
544	610270
701	974760
737	702775
958	881806
496	142549
643	321583
993	257583
46	87768
936	393849
502	82274
148	771155
306	618249
421	739396
30	185631
725	778253
625	620393
261	640309
912	831622
380	522634
151	679451
323	657391
443	637068
208	346305
564	60097
370	788673
713	61295
745	882295
713	654542
646	124007
363	750631
872	405113
108	71095
715	608730
817	195812
715	680204
686	855076
147	341150
165	280559
932	586874
458	406293
465	424313
958	106189
795	880756
562	869647
680	72316
962	190767
580	546349
592	168908
79	833000
762	448355
913	36759
897	89306
834	524438
788	745439
961	940609
762	114547
182	306800
468	356371
904	933568
776	32614
80	714263
320	784448
220	473390
76	956544
97	93480
541	618217
775	363630
858	337115
846	867327
392	817982
371	592248
863	209982
862	43130
382	903623
477	728921
842	318898
783	661960
544	965122
260	388503
593	913531
557	282051
612	71132
985	794199
81	345674
320	772551
995	834874
939	532023
694	329281
104	306431
54	893070
100	911803
672	842212
119	572059
566	496491
158	720915
587	607538
174	71541
830	461679
500	326697
986	340096
971	961041
945	70288
910	731543
203	80514
288	102816
292	249332
354	502924
354	987052
843	686538
393	719396
496	859692
808	572718
64	744521
474	432538
731	368708
546	603193
568	952687
250	300511
21	169240
686	315214
927	601974
717	478956
482	119494
764	473383
350	977260
566	107320
634	373819
243	911985
308	709277
841	18656
8	357592
521	893087
445	979615
774	360621
195	664316
147	759257
0	169376
577	320914
442	955174
525	475381
643	487861
129	229020
62	781600
990	873701
918	811927
696	58103
330	65146
748	967118
307	496448
699	918926
331	220163
127	781847
633	755326
168	902626
175	616099
837	399366
800	733605
755	655464
958	206238
398	281221
551	678629
708	345814
320	266034
140	410198
274	238973
213	732984
331	171903
386	50923
445	445890
55	744031
535	783609
194	450939
87	542053
852	405711
308	713412
884	663467
939	509930
543	70643
406	140226
